strategy,entry_time,exit_time,direction,entry,exit,size,risk_dist,pnl,r_mult,reason
London breakout,2018-04-09 08:00:00,2018-04-09 23:00:00,LONG,1333.4,1334.26,163.4321,6.62,58.84,0.13,eod
London breakout,2018-04-10 08:00:00,2018-04-10 23:00:00,LONG,1337.66,1341.39,162.6604,6.65,525.39,0.56,eod
London breakout,2018-04-11 08:00:00,2018-04-11 11:00:00,LONG,1347.35,1360.21,168.9164,6.43,2087.81,2.0,tp
London breakout,2018-04-12 08:00:00,2018-04-12 23:00:00,SHORT,1343.8,1340.26,133.1126,8.31,404.66,0.43,eod
London breakout,2018-04-16 09:00:00,2018-04-16 23:00:00,LONG,1347.54,1344.93,171.2263,6.48,-532.51,-0.4,eod
London breakout,2018-04-17 08:00:00,2018-04-17 23:00:00,SHORT,1340.67,1344.67,136.3863,8.09,-613.74,-0.49,eod
London breakout,2018-04-18 08:00:00,2018-04-18 23:00:00,LONG,1349.66,1351.91,146.5971,7.48,256.54,0.3,eod
London breakout,2018-04-19 11:00:00,2018-04-19 23:00:00,SHORT,1344.8,1343.04,112.1939,9.79,141.36,0.18,eod
London breakout,2018-04-23 08:00:00,2018-04-23 23:00:00,SHORT,1327.0,1326.54,132.1191,8.32,-5.28,0.06,eod
London breakout,2018-04-24 08:00:00,2018-04-24 09:00:00,SHORT,1324.44,1328.37,279.5211,3.93,-1238.28,-1.0,stop
London breakout,2018-04-24 10:00:00,2018-04-24 21:00:00,LONG,1328.37,1328.37,276.0146,3.93,-138.01,0.0,stop
London breakout,2018-04-25 08:00:00,2018-04-25 23:00:00,SHORT,1322.95,1323.65,194.9509,5.55,-233.94,-0.13,eod
London breakout,2018-04-26 10:00:00,2018-04-26 23:00:00,SHORT,1321.29,1317.44,210.2657,5.13,704.39,0.75,eod
London breakout,2018-04-30 08:00:00,2018-04-30 23:00:00,SHORT,1315.35,1312.25,157.8829,6.87,410.5,0.45,eod
London breakout,2018-05-01 08:00:00,2018-05-01 12:00:00,SHORT,1307.66,1307.66,220.2371,4.94,-110.12,-0.0,stop
London breakout,2018-05-02 09:00:00,2018-05-02 14:00:00,SHORT,1307.57,1311.5,276.2771,3.93,-1223.91,-1.0,stop
London breakout,2018-05-03 08:00:00,2018-05-03 23:00:00,LONG,1313.16,1313.41,158.6018,6.76,-39.65,0.04,eod
London breakout,2018-05-07 08:00:00,2018-05-07 23:00:00,SHORT,1311.84,1312.04,190.5621,5.62,-133.39,-0.04,eod
London breakout,2018-05-08 09:00:00,2018-05-08 12:00:00,SHORT,1308.6,1314.72,174.6196,6.12,-1155.98,-1.0,stop
London breakout,2018-05-09 08:00:00,2018-05-09 23:00:00,LONG,1311.19,1313.84,151.3237,6.98,325.35,0.38,eod
London breakout,2018-05-10 08:00:00,2018-05-10 23:00:00,LONG,1316.86,1319.83,172.1522,6.15,425.22,0.48,eod
London breakout,2018-05-14 08:00:00,2018-05-14 13:00:00,SHORT,1318.61,1318.61,347.1005,3.06,-173.55,-0.0,stop
London breakout,2018-05-15 08:00:00,2018-05-15 08:00:00,SHORT,1308.69,1298.35,204.7691,5.17,2014.93,2.0,tp
London breakout,2018-05-15 09:00:00,2018-05-15 09:00:00,SHORT,1308.69,1298.35,208.4684,5.17,2051.33,2.0,tp
London breakout,2018-05-15 10:00:00,2018-05-15 10:00:00,SHORT,1308.69,1298.35,212.2346,5.17,2088.39,2.0,tp
London breakout,2018-05-15 11:00:00,2018-05-15 11:00:00,SHORT,1308.69,1298.35,216.0688,5.17,2126.12,2.0,tp
London breakout,2018-05-16 08:00:00,2018-05-16 23:00:00,SHORT,1289.47,1291.91,155.3629,7.32,-456.77,-0.33,eod
London breakout,2018-05-21 09:00:00,2018-05-21 23:00:00,LONG,1288.61,1290.31,171.5018,6.6,205.8,0.26,eod
London breakout,2018-05-22 08:00:00,2018-05-22 23:00:00,LONG,1295.85,1292.91,141.4622,8.01,-486.63,-0.37,eod
London breakout,2018-05-23 09:00:00,2018-05-23 23:00:00,SHORT,1289.14,1294.96,121.7644,9.26,-769.55,-0.63,eod
London breakout,2018-05-24 08:00:00,2018-05-24 23:00:00,LONG,1297.85,1302.29,216.0684,5.18,851.31,0.86,eod
London breakout,2018-05-28 08:00:00,2018-05-28 23:00:00,LONG,1299.01,1297.39,314.7115,3.58,-667.19,-0.45,eod
London breakout,2018-05-29 09:00:00,2018-05-29 23:00:00,SHORT,1295.86,1298.67,105.5115,10.6,-349.24,-0.27,eod
London breakout,2018-05-30 08:00:00,2018-05-30 23:00:00,LONG,1300.41,1302.52,244.3864,4.56,393.46,0.46,eod
London breakout,2018-05-31 08:00:00,2018-05-31 23:00:00,SHORT,1301.79,1298.45,244.4452,4.57,694.22,0.73,eod
London breakout,2018-06-04 08:00:00,2018-06-04 23:00:00,LONG,1295.27,1291.89,222.3435,5.05,-862.69,-0.67,eod
London breakout,2018-06-05 09:00:00,2018-06-05 23:00:00,LONG,1293.89,1297.36,266.9295,4.17,792.78,0.83,eod
London breakout,2018-06-06 09:00:00,2018-06-06 23:00:00,LONG,1299.3,1296.86,216.5743,5.17,-636.73,-0.47,eod
London breakout,2018-06-07 08:00:00,2018-06-07 09:00:00,LONG,1299.45,1295.87,310.6812,3.58,-1267.58,-1.0,stop
London breakout,2018-06-11 09:00:00,2018-06-11 23:00:00,LONG,1299.43,1297.36,202.9593,5.41,-521.61,-0.38,eod
London breakout,2018-06-12 08:00:00,2018-06-12 08:00:00,SHORT,1296.29,1296.29,464.5867,2.35,-232.29,-0.0,stop
London breakout,2018-06-12 09:00:00,2018-06-12 09:00:00,LONG,1298.64,1296.29,462.6098,2.35,-1318.44,-1.0,stop
London breakout,2018-06-12 10:00:00,2018-06-12 13:00:00,LONG,1298.64,1296.29,456.0151,2.35,-1299.64,-1.0,stop
London breakout,2018-06-13 08:00:00,2018-06-13 14:00:00,LONG,1295.72,1295.72,294.2504,3.59,-147.13,0.0,stop
London breakout,2018-06-14 08:00:00,2018-06-14 23:00:00,LONG,1305.6,1301.2,154.0083,6.84,-754.64,-0.64,eod
London breakout,2018-06-18 10:00:00,2018-06-18 21:00:00,SHORT,1278.43,1282.13,282.4595,3.7,-1186.33,-1.0,stop
London breakout,2018-06-19 08:00:00,2018-06-19 23:00:00,SHORT,1278.3,1273.65,182.3011,5.66,756.55,0.82,eod
London breakout,2018-06-20 08:00:00,2018-06-20 14:00:00,LONG,1274.93,1270.41,229.7519,4.52,-1153.35,-1.0,stop
London breakout,2018-06-21 08:00:00,2018-06-21 08:00:00,LONG,1265.92,1261.79,248.3768,4.13,-1149.98,-1.0,stop
London breakout,2018-06-21 09:00:00,2018-06-21 23:00:00,LONG,1265.92,1267.83,245.2916,4.13,345.86,0.46,eod
London breakout,2018-06-26 08:00:00,2018-06-26 23:00:00,SHORT,1255.98,1255.79,119.3051,8.51,-36.98,0.02,eod
London breakout,2018-06-27 08:00:00,2018-06-27 09:00:00,LONG,1259.14,1254.11,201.6541,5.03,-1115.15,-1.0,stop
London breakout,2018-06-27 10:00:00,2018-06-27 23:00:00,SHORT,1254.11,1252.74,199.2367,5.03,173.34,0.27,eod
London breakout,2018-06-28 08:00:00,2018-06-28 13:00:00,LONG,1253.12,1248.3,208.07,4.82,-1106.93,-1.0,stop
London breakout,2018-07-02 09:00:00,2018-07-02 13:00:00,SHORT,1247.55,1239.83,256.6808,3.86,1853.24,2.0,tp
London breakout,2018-07-03 08:00:00,2018-07-03 23:00:00,LONG,1247.6,1256.81,102.966,9.79,896.83,0.94,eod
London breakout,2018-07-04 08:00:00,2018-07-04 23:00:00,SHORT,1255.87,1255.97,198.1463,5.13,-118.89,-0.02,eod
London breakout,2018-07-05 10:00:00,2018-07-05 23:00:00,LONG,1257.25,1253.71,167.6547,6.05,-677.32,-0.59,eod
London breakout,2018-07-09 08:00:00,2018-07-09 13:00:00,LONG,1265.18,1258.47,150.0297,6.71,-1081.71,-1.0,stop
London breakout,2018-07-10 08:00:00,2018-07-10 23:00:00,SHORT,1249.89,1250.72,103.0157,9.66,-137.01,-0.09,eod
London breakout,2018-07-11 08:00:00,2018-07-11 20:00:00,SHORT,1249.33,1241.31,247.6925,4.01,1862.65,2.0,tp
London breakout,2018-07-12 09:00:00,2018-07-12 23:00:00,LONG,1246.24,1246.24,250.1571,4.04,-125.08,0.0,eod
London breakout,2018-07-16 08:00:00,2018-07-16 23:00:00,SHORT,1241.76,1241.48,273.9492,3.68,-60.27,0.08,eod
London breakout,2018-07-17 08:00:00,2018-07-17 09:00:00,SHORT,1240.41,1231.47,225.0919,4.47,1899.78,2.0,tp
London breakout,2018-07-17 10:00:00,2018-07-17 10:00:00,SHORT,1240.41,1231.47,229.0902,4.47,1933.52,2.0,tp
London breakout,2018-07-17 11:00:00,2018-07-17 11:00:00,SHORT,1240.41,1231.47,233.1595,4.47,1967.87,2.0,tp
London breakout,2018-07-19 08:00:00,2018-07-19 13:00:00,SHORT,1215.27,1225.26,106.1798,9.99,-1113.83,-1.0,stop
London breakout,2018-07-23 08:00:00,2018-07-23 23:00:00,SHORT,1227.94,1221.77,223.2056,4.7,1265.58,1.31,eod
London breakout,2018-07-24 08:00:00,2018-07-24 23:00:00,LONG,1227.23,1224.04,115.9133,9.15,-427.72,-0.35,eod
London breakout,2018-07-25 08:00:00,2018-07-25 23:00:00,LONG,1231.76,1231.19,128.1249,8.24,-137.09,-0.07,eod
London breakout,2018-07-26 08:00:00,2018-07-26 23:00:00,SHORT,1226.74,1223.73,215.9299,4.88,541.98,0.62,eod
London breakout,2018-07-30 08:00:00,2018-07-30 23:00:00,LONG,1222.68,1221.17,282.9086,3.74,-568.65,-0.4,eod
London breakout,2018-07-31 08:00:00,2018-07-31 09:00:00,LONG,1222.74,1217.57,203.2838,5.17,-1152.62,-1.0,stop
London breakout,2018-07-31 10:00:00,2018-07-31 21:00:00,LONG,1222.74,1222.74,200.8577,5.17,-100.43,0.0,stop
London breakout,2018-08-01 09:00:00,2018-08-01 23:00:00,SHORT,1219.9,1219.55,220.9863,4.69,-33.15,0.07,eod
London breakout,2018-08-02 08:00:00,2018-08-02 23:00:00,SHORT,1214.96,1207.67,189.9063,5.45,1289.46,1.34,eod
London breakout,2018-08-06 08:00:00,2018-08-06 23:00:00,SHORT,1209.08,1209.79,149.7761,6.99,-181.23,-0.1,eod
London breakout,2018-08-08 08:00:00,2018-08-08 23:00:00,SHORT,1209.76,1214.87,175.525,5.95,-984.69,-0.86,eod
London breakout,2018-08-09 08:00:00,2018-08-09 23:00:00,LONG,1216.33,1212.03,182.9467,5.65,-878.14,-0.76,eod
London breakout,2018-08-13 08:00:00,2018-08-13 23:00:00,SHORT,1201.0,1194.98,122.1901,8.38,674.49,0.72,eod
London breakout,2018-08-14 08:00:00,2018-08-14 12:00:00,LONG,1195.98,1193.26,378.7083,2.72,-1219.44,-1.0,stop
London breakout,2018-08-15 09:00:00,2018-08-15 20:00:00,SHORT,1183.8,1172.56,180.7827,5.62,1941.61,2.0,tp
London breakout,2018-08-20 08:00:00,2018-08-20 12:00:00,SHORT,1185.16,1189.64,230.9176,4.48,-1149.97,-1.0,stop
London breakout,2018-08-21 08:00:00,2018-08-21 13:00:00,SHORT,1193.11,1193.11,326.4718,3.13,-163.24,-0.0,stop
London breakout,2018-08-22 08:00:00,2018-08-22 21:00:00,LONG,1197.89,1192.51,189.3293,5.38,-1113.26,-1.0,stop
London breakout,2018-08-23 08:00:00,2018-08-23 14:00:00,LONG,1192.78,1186.36,156.7777,6.42,-1084.9,-1.0,stop
London breakout,2018-08-27 09:00:00,2018-08-27 10:00:00,LONG,1207.35,1207.35,232.9929,4.27,-116.5,0.0,stop
London breakout,2018-08-27 11:00:00,2018-08-27 23:00:00,LONG,1207.35,1209.06,232.4473,4.27,281.26,0.4,eod
London breakout,2018-08-28 10:00:00,2018-08-28 23:00:00,SHORT,1208.39,1204.17,172.007,5.78,639.87,0.73,eod
London breakout,2018-08-29 09:00:00,2018-08-29 23:00:00,LONG,1205.73,1204.18,228.2509,4.38,-467.91,-0.35,eod
London breakout,2018-08-30 08:00:00,2018-08-30 09:00:00,LONG,1205.28,1200.37,202.4274,4.91,-1095.13,-1.0,stop
London breakout,2018-08-30 10:00:00,2018-08-30 23:00:00,SHORT,1200.37,1202.6,199.9908,4.91,-545.97,-0.45,eod
London breakout,2018-09-03 08:00:00,2018-09-03 23:00:00,SHORT,1198.81,1199.6,198.2714,4.92,-255.77,-0.16,eod
London breakout,2018-09-04 08:00:00,2018-09-04 23:00:00,SHORT,1193.57,1193.52,129.4203,7.51,-58.24,0.01,eod
London breakout,2018-09-05 08:00:00,2018-09-05 23:00:00,LONG,1195.8,1198.1,241.4718,4.02,434.65,0.57,eod
London breakout,2018-09-06 08:00:00,2018-09-06 23:00:00,LONG,1205.81,1200.39,96.5169,10.09,-571.38,-0.54,eod
London breakout,2018-09-10 08:00:00,2018-09-10 09:00:00,SHORT,1191.56,1195.97,219.4239,4.41,-1077.37,-1.0,stop
London breakout,2018-09-10 10:00:00,2018-09-10 23:00:00,LONG,1195.97,1193.89,216.7321,4.41,-559.17,-0.47,eod
London breakout,2018-09-11 08:00:00,2018-09-11 08:00:00,SHORT,1192.97,1192.97,232.6258,4.08,-116.31,-0.0,stop
London breakout,2018-09-11 09:00:00,2018-09-11 11:00:00,SHORT,1192.97,1192.97,232.0556,4.08,-116.03,-0.0,stop
London breakout,2018-09-12 10:00:00,2018-09-12 11:00:00,LONG,1197.65,1197.65,187.0231,5.05,-93.51,0.0,stop
London breakout,2018-09-13 08:00:00,2018-09-13 10:00:00,LONG,1207.15,1207.15,244.1959,3.86,-122.1,0.0,stop
London breakout,2018-09-13 11:00:00,2018-09-13 23:00:00,SHORT,1203.29,1205.29,243.5633,3.86,-608.91,-0.52,eod
London breakout,2018-09-17 08:00:00,2018-09-17 19:00:00,LONG,1198.55,1198.55,202.7929,4.6,-101.4,0.0,stop
London breakout,2018-09-18 08:00:00,2018-09-18 23:00:00,LONG,1200.66,1201.03,189.9632,4.9,-24.7,0.08,eod
London breakout,2018-09-19 08:00:00,2018-09-19 23:00:00,LONG,1204.47,1205.07,247.2401,3.76,24.72,0.16,eod
London breakout,2018-09-20 08:00:00,2018-09-20 23:00:00,LONG,1206.06,1209.01,191.8665,4.84,470.07,0.61,eod
London breakout,2018-09-24 08:00:00,2018-09-24 23:00:00,LONG,1199.57,1198.26,177.5953,5.25,-321.45,-0.25,eod
London breakout,2018-09-25 08:00:00,2018-09-25 23:00:00,LONG,1200.77,1201.62,351.6184,2.64,123.07,0.32,eod
London breakout,2018-09-26 08:00:00,2018-09-26 14:00:00,SHORT,1197.5,1197.5,190.8941,4.86,-95.45,-0.0,stop
London breakout,2018-09-27 08:00:00,2018-09-27 09:00:00,SHORT,1194.34,1186.36,232.0392,3.99,1735.65,2.0,tp
London breakout,2018-09-27 10:00:00,2018-09-27 10:00:00,SHORT,1194.34,1186.36,236.0984,3.99,1766.02,2.0,tp
London breakout,2018-09-27 11:00:00,2018-09-27 11:00:00,SHORT,1194.34,1186.36,240.2286,3.99,1796.91,2.0,tp
London breakout,2018-10-01 08:00:00,2018-10-01 23:00:00,LONG,1189.47,1191.28,195.4469,4.99,256.04,0.36,eod
London breakout,2018-10-02 08:00:00,2018-10-02 10:00:00,LONG,1194.61,1205.75,175.3794,5.57,1866.04,2.0,tp
London breakout,2018-10-02 11:00:00,2018-10-02 11:00:00,LONG,1194.61,1205.75,178.5721,5.57,1900.01,2.0,tp
London breakout,2018-10-03 08:00:00,2018-10-03 23:00:00,SHORT,1202.17,1196.34,200.5454,5.05,1068.91,1.15,eod
London breakout,2018-10-04 08:00:00,2018-10-04 11:00:00,LONG,1200.88,1200.88,205.7224,4.97,-102.86,0.0,stop
London breakout,2018-10-08 08:00:00,2018-10-08 08:00:00,SHORT,1192.89,1192.89,238.4073,4.28,-119.2,-0.0,stop
London breakout,2018-10-08 09:00:00,2018-10-08 11:00:00,SHORT,1192.89,1184.33,237.8503,4.28,1917.07,2.0,tp
London breakout,2018-10-09 08:00:00,2018-10-09 23:00:00,SHORT,1186.04,1189.39,180.1705,5.75,-693.66,-0.58,eod
London breakout,2018-10-10 08:00:00,2018-10-10 14:00:00,SHORT,1186.24,1190.94,218.7539,4.7,-1137.52,-1.0,stop
London breakout,2018-10-11 08:00:00,2018-10-11 23:00:00,LONG,1205.54,1220.23,73.5996,13.8,1044.38,1.06,eod
London breakout,2018-10-16 08:00:00,2018-10-16 15:00:00,LONG,1230.12,1224.95,198.4043,5.17,-1124.95,-1.0,stop
London breakout,2018-10-17 09:00:00,2018-10-17 23:00:00,LONG,1228.03,1223.52,134.5961,7.53,-674.33,-0.6,eod
London breakout,2018-10-18 08:00:00,2018-10-18 23:00:00,LONG,1224.48,1227.14,171.3956,5.87,370.21,0.45,eod
London breakout,2018-10-22 08:00:00,2018-10-22 23:00:00,SHORT,1222.21,1223.54,167.0426,6.04,-305.69,-0.22,eod
London breakout,2018-10-23 08:00:00,2018-10-23 23:00:00,LONG,1236.52,1231.19,75.6242,13.29,-440.89,-0.4,eod
London breakout,2018-10-24 08:00:00,2018-10-24 09:00:00,SHORT,1229.55,1229.55,266.0261,3.76,-133.01,-0.0,stop
London breakout,2018-10-24 11:00:00,2018-10-24 16:00:00,SHORT,1229.55,1233.31,265.3186,3.76,-1130.26,-1.0,stop
London breakout,2018-10-25 09:00:00,2018-10-25 23:00:00,SHORT,1230.03,1232.2,108.9567,9.04,-290.91,-0.24,eod
London breakout,2018-10-31 09:00:00,2018-10-31 23:00:00,SHORT,1214.64,1217.71,246.6118,3.98,-880.4,-0.77,eod
London breakout,2018-11-01 08:00:00,2018-11-01 23:00:00,LONG,1226.7,1232.2,104.46,9.3,522.3,0.59,eod
London breakout,2018-11-05 08:00:00,2018-11-05 23:00:00,SHORT,1230.51,1228.68,259.6219,3.76,345.3,0.49,eod
London breakout,2018-11-06 10:00:00,2018-11-06 23:00:00,SHORT,1228.67,1229.43,137.5996,7.11,-173.38,-0.11,eod
London breakout,2018-11-07 09:00:00,2018-11-07 23:00:00,SHORT,1227.66,1223.41,112.5619,8.67,422.11,0.49,eod
London breakout,2018-11-08 08:00:00,2018-11-08 08:00:00,LONG,1225.89,1221.37,216.719,4.52,-1087.93,-1.0,stop
London breakout,2018-11-12 08:00:00,2018-11-12 23:00:00,SHORT,1203.84,1204.27,148.1787,6.53,-137.81,-0.07,eod
London breakout,2018-11-15 08:00:00,2018-11-15 20:00:00,SHORT,1209.01,1216.32,132.0777,7.31,-1031.53,-1.0,stop
London breakout,2018-11-19 10:00:00,2018-11-19 23:00:00,LONG,1222.95,1222.14,189.7639,5.03,-248.59,-0.16,eod
London breakout,2018-11-20 08:00:00,2018-11-20 10:00:00,LONG,1225.89,1221.48,215.6639,4.41,-1058.91,-1.0,stop
London breakout,2018-11-21 08:00:00,2018-11-21 23:00:00,LONG,1225.34,1226.43,198.6068,4.73,117.18,0.23,eod
London breakout,2018-11-26 08:00:00,2018-11-26 23:00:00,SHORT,1224.26,1221.8,256.0188,3.67,501.8,0.67,eod
London breakout,2018-11-27 08:00:00,2018-11-27 10:00:00,LONG,1224.83,1219.5,176.9844,5.33,-1031.82,-1.0,stop
London breakout,2018-11-27 11:00:00,2018-11-27 23:00:00,SHORT,1219.5,1214.55,174.8825,5.33,778.23,0.93,eod
London breakout,2018-11-28 09:00:00,2018-11-28 12:00:00,SHORT,1212.3,1215.04,342.7123,2.74,-1110.39,-1.0,stop
London breakout,2018-11-29 08:00:00,2018-11-29 13:00:00,LONG,1227.22,1224.38,326.1317,2.84,-1089.28,-1.0,stop
London breakout,2018-12-03 08:00:00,2018-12-03 23:00:00,LONG,1232.17,1236.91,123.4717,7.4,523.52,0.64,eod
London breakout,2018-12-04 08:00:00,2018-12-04 19:00:00,LONG,1241.01,1236.07,185.8924,4.94,-1011.25,-1.0,stop
London breakout,2018-12-05 08:00:00,2018-12-05 23:00:00,LONG,1237.77,1239.84,201.6148,4.5,316.54,0.46,eod
London breakout,2018-12-06 09:00:00,2018-12-06 23:00:00,LONG,1239.98,1239.88,170.9443,5.32,-102.57,-0.02,eod
London breakout,2018-12-10 08:00:00,2018-12-10 23:00:00,SHORT,1245.44,1246.47,201.6763,4.5,-308.56,-0.23,eod
London breakout,2018-12-11 08:00:00,2018-12-11 20:00:00,SHORT,1245.63,1245.63,238.3771,3.79,-119.19,-0.0,stop
London breakout,2018-12-12 08:00:00,2018-12-12 23:00:00,LONG,1244.94,1244.26,296.4032,3.04,-349.76,-0.22,eod
London breakout,2018-12-13 08:00:00,2018-12-13 23:00:00,SHORT,1241.25,1241.52,166.2497,5.39,-128.01,-0.05,eod
London breakout,2018-12-17 08:00:00,2018-12-17 13:00:00,LONG,1240.21,1247.87,233.2311,3.83,1671.33,2.0,tp
London breakout,2018-12-19 09:00:00,2018-12-19 09:00:00,LONG,1251.31,1251.31,196.7385,4.62,-98.37,0.0,stop
London breakout,2018-12-19 10:00:00,2018-12-19 13:00:00,LONG,1251.31,1251.31,196.3129,4.62,-98.16,0.0,stop
London breakout,2018-12-20 08:00:00,2018-12-20 23:00:00,LONG,1257.03,1259.24,72.1414,12.55,123.87,0.18,eod
London breakout,2018-12-26 08:00:00,2018-12-26 10:00:00,LONG,1274.64,1274.64,265.2822,3.42,-132.64,0.0,stop
London breakout,2018-12-26 11:00:00,2018-12-26 12:00:00,LONG,1274.64,1274.64,264.5058,3.42,-132.25,0.0,stop
London breakout,2018-12-27 08:00:00,2018-12-27 23:00:00,LONG,1273.69,1277.64,126.9256,7.1,437.89,0.56,eod
London breakout,2019-01-02 08:00:00,2019-01-02 13:00:00,SHORT,1283.73,1283.73,183.4413,4.93,-91.72,-0.0,stop
London breakout,2019-01-03 08:00:00,2019-01-03 13:00:00,SHORT,1286.09,1292.27,146.1297,6.18,-976.15,-1.0,stop
London breakout,2019-01-07 08:00:00,2019-01-07 10:00:00,LONG,1292.33,1288.64,241.6976,3.69,-1013.44,-1.0,stop
London breakout,2019-01-07 11:00:00,2019-01-07 23:00:00,SHORT,1288.64,1282.92,238.6261,3.69,1243.24,1.55,eod
London breakout,2019-01-08 08:00:00,2019-01-08 09:00:00,SHORT,1281.58,1284.71,285.7783,3.12,-1035.37,-1.0,stop
London breakout,2019-01-08 10:00:00,2019-01-08 23:00:00,LONG,1284.71,1282.07,282.0054,3.12,-885.5,-0.85,eod
London breakout,2019-01-09 08:00:00,2019-01-09 10:00:00,LONG,1283.58,1290.7,244.5051,3.56,1618.62,2.0,tp
London breakout,2019-01-09 11:00:00,2019-01-09 13:00:00,LONG,1283.58,1290.7,248.7083,3.56,1646.45,2.0,tp
London breakout,2019-01-10 08:00:00,2019-01-10 22:00:00,SHORT,1291.51,1291.51,166.1665,5.42,-83.08,-0.0,stop
London breakout,2019-01-14 08:00:00,2019-01-14 23:00:00,SHORT,1290.14,1291.2,158.827,5.66,-246.18,-0.19,eod
London breakout,2019-01-15 08:00:00,2019-01-15 12:00:00,LONG,1291.48,1287.47,223.3678,4.01,-1007.39,-1.0,stop
London breakout,2019-01-16 10:00:00,2019-01-16 23:00:00,LONG,1292.66,1291.42,204.6066,4.32,-356.02,-0.29,eod
London breakout,2019-01-17 08:00:00,2019-01-17 23:00:00,SHORT,1291.22,1291.86,238.9169,3.68,-272.37,-0.17,eod
London breakout,2019-01-21 08:00:00,2019-01-21 23:00:00,SHORT,1277.47,1277.51,148.4768,5.9,-79.73,-0.01,eod
London breakout,2019-01-23 08:00:00,2019-01-23 10:00:00,SHORT,1283.23,1283.23,272.4216,3.21,-136.21,-0.0,stop
London breakout,2019-01-23 11:00:00,2019-01-23 23:00:00,SHORT,1283.23,1281.6,271.5729,3.21,306.88,0.51,eod
London breakout,2019-01-24 08:00:00,2019-01-24 09:00:00,SHORT,1278.23,1282.42,208.463,4.19,-977.69,-1.0,stop
London breakout,2019-01-24 10:00:00,2019-01-24 23:00:00,LONG,1282.42,1281.92,205.8808,4.19,-204.44,-0.12,eod
London breakout,2019-01-28 08:00:00,2019-01-28 19:00:00,SHORT,1299.52,1304.34,178.3334,4.82,-948.73,-1.0,stop
London breakout,2019-01-29 08:00:00,2019-01-29 23:00:00,LONG,1309.27,1313.76,132.6856,6.4,529.02,0.7,eod
London breakout,2019-01-30 08:00:00,2019-01-30 14:00:00,SHORT,1312.66,1312.66,264.913,3.22,-132.46,-0.0,stop
London breakout,2019-01-31 08:00:00,2019-01-31 20:00:00,LONG,1323.67,1318.5,164.54,5.17,-933.44,-1.0,stop
London breakout,2019-02-04 09:00:00,2019-02-04 10:00:00,SHORT,1310.34,1313.58,258.7718,3.25,-970.39,-1.0,stop
London breakout,2019-02-04 11:00:00,2019-02-04 23:00:00,LONG,1313.58,1314.48,255.3879,3.25,99.6,0.27,eod
London breakout,2019-02-05 08:00:00,2019-02-05 23:00:00,LONG,1315.26,1313.92,179.2073,4.63,-329.74,-0.29,eod
London breakout,2019-02-06 09:00:00,2019-02-06 20:00:00,SHORT,1311.98,1304.83,231.0485,3.57,1535.55,2.0,tp
London breakout,2019-02-07 08:00:00,2019-02-07 10:00:00,LONG,1307.32,1307.32,197.1212,4.26,-98.56,0.0,stop
London breakout,2019-02-07 11:00:00,2019-02-07 23:00:00,LONG,1307.32,1309.25,196.6585,4.26,279.85,0.45,eod
London breakout,2019-02-11 08:00:00,2019-02-11 23:00:00,SHORT,1306.16,1308.2,137.1863,6.12,-347.08,-0.33,eod
London breakout,2019-02-12 08:00:00,2019-02-12 23:00:00,LONG,1313.81,1313.1,146.8231,5.69,-176.63,-0.12,eod
London breakout,2019-02-13 08:00:00,2019-02-13 10:00:00,SHORT,1309.73,1314.2,186.045,4.48,-925.95,-1.0,stop
London breakout,2019-02-13 11:00:00,2019-02-13 14:00:00,LONG,1314.2,1309.73,183.7689,4.48,-914.62,-1.0,stop
London breakout,2019-02-14 08:00:00,2019-02-14 08:00:00,LONG,1309.7,1305.34,186.8204,4.35,-906.08,-1.0,stop
London breakout,2019-02-14 09:00:00,2019-02-14 23:00:00,LONG,1309.7,1312.62,184.5227,4.35,447.1,0.67,eod
London breakout,2019-02-18 08:00:00,2019-02-18 23:00:00,LONG,1325.16,1323.86,206.1949,3.91,-372.59,-0.33,eod
London breakout,2019-02-19 08:00:00,2019-02-19 21:00:00,LONG,1330.39,1345.61,105.3174,7.61,1550.27,2.0,tp
London breakout,2019-02-20 10:00:00,2019-02-20 14:00:00,LONG,1345.3,1341.28,202.7418,4.03,-917.81,-1.0,stop
London breakout,2019-02-21 09:00:00,2019-02-21 23:00:00,SHORT,1331.96,1324.52,91.4115,8.82,634.4,0.84,eod
London breakout,2019-02-25 08:00:00,2019-02-25 09:00:00,SHORT,1327.76,1331.9,196.1682,4.14,-910.22,-1.0,stop
London breakout,2019-02-25 10:00:00,2019-02-25 11:00:00,LONG,1331.9,1327.76,193.7327,4.14,-898.92,-1.0,stop
London breakout,2019-02-26 08:00:00,2019-02-26 19:00:00,SHORT,1324.44,1329.65,151.9462,5.21,-868.07,-1.0,stop
London breakout,2019-02-27 08:00:00,2019-02-27 08:00:00,LONG,1328.24,1325.64,301.0212,2.6,-933.17,-1.0,stop
London breakout,2019-02-27 09:00:00,2019-02-27 09:00:00,SHORT,1325.64,1325.64,296.8532,2.6,-148.43,-0.0,stop
London breakout,2019-02-27 10:00:00,2019-02-27 11:00:00,SHORT,1325.64,1320.44,295.7114,2.6,1389.84,2.0,tp
London breakout,2019-02-28 09:00:00,2019-02-28 23:00:00,SHORT,1318.12,1313.1,85.7313,9.11,386.65,0.55,eod
London breakout,2019-03-04 09:00:00,2019-03-04 23:00:00,SHORT,1285.04,1288.77,68.117,11.52,-287.45,-0.32,eod
